business_id,positive_photos,negative_photos
VkEGJmVgi7TOU6ZDi6piTQ,3,10
4P6hZh7aieaZJXShzP3JQg,2,0
-bKnO1BwkwXJFNLr72GECA,2,1
WOd8tWsh2Yt_osHv-ngx_w,21,9
ckbDWYPT8TP7etP0WHU2Yg,11,6
vG3RwJc_iK8EFIOyoYkgQg,1,1
poslVllAL3wvn6PdNYU5dQ,3,0
Nxg73OigmRQQq0d1pKtkUQ,5,3
gVrOjfdnijDwxivLTHiBAg,5,2
gapf3si69XZVKiaBilfwWQ,0,1
W70JrBKLDFV86PpgFu5m8Q,10,4
XIg92ukZJn_1aiNx0OmusQ,1,0
Kq8v2R5g9cpQF7QRSlQOMw,1,1
fA1xX21XiMFLlVEN-VKrxg,0,1
Y2VteDlixGh6Yr9TYSyv1Q,2,1
tT0rnI7TTbkcazKyehfutw,4,1
HGpHlM2jbVPr5ioQ1BoMOQ,1,0
r49iBfbnfoK7yt4rdsL_7g,6,2
iuOK9_SBaJ5y0xzu4Fy4IQ,4,9
E79x4OB0G2BaSPytwDDCRg,4,1
TdX5AO4BJuOhI5Le5HHiKw,2,0
t1w-AqAHPL-apnKtoboodQ,0,1
SycRVheLdFcK-2jt8j5d4Q,3,1
hiNArIsFnQXJHwtCglSJFw,41,11
O5ghc-XP5nQ1EtoFev5NIg,7,4
fHkiH52AATeRa8Fi2yStpQ,1,1
gv8hshEMasuoJoFGdmk3jg,2,0
wo41OdU_iUwFofsBnVf6uw,9,0
XqSN1PtZkJ6QorOUa9AAdA,2,1
bOJrPR_G0eDzpw8rGEi2mA,0,1
JmZj7wzAJ7_4ksjG9WXdqw,5,1
5Tu0bBjzMYoNwj7ZJ-6EBg,2,26
TKKX9bllRBMzp0NYr441PQ,11,3
cCea-GiV5RPFCDAKy0D8tg,2,0
RQ_sx6lNGVjSTtasK3wlQg,1,1
8_cRladZAcjLnEVb5v8M4A,0,1
1PaQzgrhq-jy-7MMGeLuGw,1,0
t6vwOa5VHqYX2z8vBYAGbg,0,1
lDr1pXOU75er2vmFigQc7w,1,3
J7KlrDFrriWoRkIUVNRPbg,1,0
OA43IaMhSH0kiuw_2JbzAA,1,0
0Q4_ekM2pk7KUmuYwuWDzg,4,2
tJ9-u9MfpVbX4X2miIJ71w,14,13
KxrdZP_HuY9Pcf3-gzZzDA,1,2
5Ktv5ZmJI0CN4L0KxDWJvw,35,8
9d3xGYst3o4KhDwhF2dFMg,1,2
Ua4y230Lf9a0kRr2qWeXig,3,1
m6rffQy85HUq82DjLq-YJg,20,0
xMTly0UyAknP2PuRccxRhQ,1,0
tM_A6uLiKvUCKSdSZxYLYw,0,1
pkxhsLgD1Ai_P0I3_NofbQ,7,3
KjvlQV0juv6UapH2cMy1aQ,5,1
aeROhG8M_G-W5L6XhD3TXA,6,4
xk4QOTqQHb8FQjge04x_tw,2,0
3zq4mRDOhZ9Ku1vRQdFsxQ,1,0
3I-D0RpnJfx9ghxvJQuaaA,1,2
c3DWxUN-pBUe2EgUeI7eGw,0,2
Cdk3wRR7TwJb1JW7agPJXw,8,6
rQ6C54q1N2iq9iDKSA3QGA,1,0
7siBs9Z5lc8wEzD62EGszw,1,2
M9gwHW1oIiIqjdT76yOBDA,5,7
SgnkmDmuTUefJ96mZR0W-w,1,3
U73q64yVTVTKM0RgF8pIag,0,1
yKPY_6w7HNb0QhA3DcxvPw,7,3
fU28ZnZtmTBlaY0xc8OB3w,0,1
iShOjmJxkLO-z9Y2HU8evg,2,2
H8LOyk0fGXbb0cg5ZotDxQ,7,0
peH054eonSBTLLC5aFOQ0g,18,11
iE71iwcSljg3xm2GB2Y9aA,22,6
S5FTckOpSK0_Ma4c18ZEgg,15,2
QvyG5fZ0mxo5yeLY8jabCA,5,0
QOmojzu24dTI2coPjOtu2Q,0,1
6wXD9cW89-LiWpllt8tICg,1,2
HVrV9TffekeWZmmcNCw4hQ,3,0
Rky0LFjOHUrzypZuOkEhBg,6,9
w3Z4Hy42WfkvBUNN6pNoKw,0,1
NumovRCL1dMSLGpoPnSeWA,0,1
z_dSEPKwDL9Vtw1LrAAHWQ,7,2
LynxmsOdpc_odmkSM2bA_w,10,9
5YVuL6DRVzW-b8mBsJr93w,1,1
fxRcHzovnRyWh_WMdQoNOQ,3,1
2U-BRvnR9IGb61-GnIshLw,2,3
7MTQYugLbY01UO4Kq8NpPw,14,9
e4BVOJgUnMih2v7KblGKcg,2,0
aS1qJzTGyluRT2tJ09Jbaw,34,45
OfQCLAOzByzFj-hqdfoi2w,1,0
l5Jkkp-5EF07RrxrqiF6bA,5,1
0ihQJhd_-nUP1p01NBDjLQ,0,3
DPP0CBruunTELEtNgQ3RIQ,1,1
DMmeFKsUuMl0kDy7Zd7W3A,7,3
fSznh4dR6TQXX9-TOEraJg,0,4
F1Iw4k5FT5sgp7arme1qeQ,2,3
RSAeqTx82wSZXF6ptK5fYA,1,0
cdwJYqlp_NjS1w5Tz4J5dw,0,1
Oto60yDwk1z72WmfWEYrjg,17,7
K8-LLbISfbE9ObRcshKFpg,6,2
TCoBE_BkDRrK0bWrh5VueQ,26,29
DeXwyJFF1ubjyQH7zXPxCg,16,4
i7Ssyx4l0H_CujFD4lpH2w,2,0
30cVbUJcsDpqaEM9V_axVQ,2,0
nQjuBVbcRFyX3trnuf_8CQ,0,1
0rjU_WK5HxoH1fIuEpTpcg,6,3
_t4xnOSUF3RL9R8-deEt1A,14,0
yLMSxHjK56Az-KtMQyG7LQ,12,7
Op-nvSmAKWSG5buIecfaag,3,2
mmbXj7CmjGbH-wR3j6cD0w,45,11
nPatYo3wQ7tcvx7nzOU4GQ,1,1
9BuoeAxyzw6jwDDuU9H4Yw,0,1
P7CQtFeORdYNO2_305rEbw,83,9
6bcwfWBJaPIwsRPVktrKSg,1,0
YycuwgvTtOG7HBYW_cwvkg,0,1
cfSuc4q7pQLF28mMbx1MRg,1,0
30s_GRHj2U8gTsSuhropaw,0,3
v2JEHCnrk1sE1Yd3gRmNwQ,0,1
yKuAM6kL5sSKtfoe9a3GpQ,2,0
By7P2EBBvhqoSDj8PnQa8g,14,13
wph0jjOIJQ6U3vPMUooM_A,0,1
pg_FjA7bX8KC276ZbX0eKg,1,2
C3d4HqDjWq9e_0cPfmPykg,4,1
xbid183atGrvCg-q5ohWwQ,5,6
e5WAfCqfd_66zgrHmn8CiQ,2,0
KZaebYmt1Ewa6HDUuYbQpQ,1,2
ATaDg2kdS9GTln1-tS6iIw,2,12
JqCPbQ02W0Jbxrp6X94KQA,2,0
8QwAWJJ1FtICnE266xISMQ,0,1
XWNbd_RDR4lIzf_XlnUqpg,30,2
jLxeBgWhLRbII2ACkgH1Sg,24,8
L6qd3x0bHymyxub9dF7lIA,6,2
WEjhivs3e3TSFxAYhpuRbg,1,2
nOmR49imE4GtmwWVLkHS9A,4,2
i_5NvAnybo8QGRxMdC5qwQ,0,1
l6Bqwpjfvw0Spg-95pYF9A,5,3
gMWqOTN7MlPce2MyPwYeZg,15,9
TA7o4xcWw5tc3FJxkOH2dQ,0,1
yhcgONZE_flFHrTEM60o3g,2,0
nwbULQj-1Ymw2gbd0civaA,0,1
C9YQJ2eOkNjIRuZmthvyMw,0,1
as7nYRP_2QIPksaqnWMfvg,1,1
8yAVuMwtijEosdjiCrtyXQ,9,3
bqMEml5HIFSMo4CPfjlG0A,0,2
WHz8BX4y0q4liGG3wfBRfQ,11,0
yEgdNtrIuF5Jf34nIjyKug,0,1
Ok9vikKusbG_Ue9pJf6s3Q,15,12
nZDIrGshkfLZf6ImQtAasQ,2,1
BWm-6W3k2cTYWW6Fs5MNtA,1,2
bmQxZkn4hA8tEL-Z33pZKw,0,1
RzVHK8Jfcy8RvXjn_z3OBw,4,1
d_Wm9CpzIo_0T-XLfq1UcA,0,2
zdaiDiJrAkmsZ-eOxBfCfA,1,1
INU7l2FWbISp9xnJpmqlsg,5,1
ffi1TJTShRnGh6rjuwdtsQ,1,0
O4TYqnhpXpyrgJBkucaeaw,7,0
bp0yn4X3qrHoVcqTsrxNqQ,3,0
-HO8ejDGgvj_Guw3R6lH1g,5,0
rYI_Dvw8ixOE-Hud-PWzbQ,1,2
Ee7fjlJdmLa4RJlzKunhrQ,0,4
QmzNXhOAbMfWc8z8OcILPg,2,0
O1p3opN9vH2ACTWQ5dP5lA,3,7
8995N0iamENbaMr6lKcqUw,1,0
BReKNnKFYRld2decRXM4Og,0,1
cdLjMoQPRtdWN4g6LW650w,6,2
kuJSCQ-bAySEYI3nfu3C7g,0,1
SvlTuwslYKdqvqWtDe2dgA,23,8
N1Gdq44mY5c7NEazhXeKZA,2,0
UNfiku8qEyvGYjPK7w_gxQ,9,21
VopuT3hjU8_OobE-ROt9HQ,2,1
8aPTNdySQ2ipjWtCJG0vnw,3,0
0LP1QdHGn6ZPZPrG9k3DkQ,2,0
dhBAQJLKPCI7nm3x0WjXTw,3,5
xs4A6LDWSa1Sll63Ng8WuA,2,2
3HeX5ZAaPesR0psjGHtI6g,0,1
4cJrGawCkZlzPoSBiQXjvA,1,0
fWtro4avh88nckn-Mi7l1w,5,4
Y441_3bKYom62PQWhG_5Gg,3,0
QzrtN3EjGp-kSCzg8uj1oA,5,6
cl0NbdZ4vqW567j79nBdsg,2,4
-SUammmS2p6c5GuuGA-kmw,1,2
ajjFfYbNbij-msLfX8KgLA,0,2
rDegp5eG69OVtXo2380p4Q,2,0
8xFL4SfbL_GnMPRFEhQEBA,8,3
8BBcTUOmXT0dJ33hYtLUAw,0,1
KMxrk1YDlj_qFI1JXK4zRg,15,9
crI80CyoQQPKLN9M3MitOg,0,2
V1JEkeAem05hps5ZCmMIgw,0,1
zlQMtbgJVzXMRy3cIHww1Q,0,1
zTkMh_RUVZW-J3lh7-l09Q,0,2
bmW6tlbIrcfxsCZ1d-kmyQ,0,1
nTc-Qj_-ABZrpM9YSpJ6jA,4,1
WO3L0pmtAO8ozspmaVdHIg,2,0
qTacF-_Iucc1Nxom_Za_5Q,0,1
MC4becrrM9ntmnfMrD9b0g,10,14
Tf1zl5szY-u8C3J0AcygDQ,1,0
T-1A_7-XHCv8XDXaMIlefA,1,0
fGnILhhgE393e-8X9JIB4Q,2,1
YbAOL_G1xIFrD0f-rFjdTg,1,0
sDplKqsJgYbpgibxQxRZ6A,15,0
FLmAxYnkZtWybuOmxVgyQA,3,0
4jg8f82iP4lpjqZcf662HA,4,0
S9-8BjiC0G_58fIeezypPQ,9,0
emOpqfJTtRHMd8dUg_AAsw,9,0
VCJldkahrmApsE0s3hOe3A,0,1
jlviy68buL1X2UADI-Lnlw,2,0
GlwOGCjSzts7AnbK9gqmng,4,4
H5S9GCysrp8RZfCXEKSuHA,2,0
lQpxpk_ZFJ_ZtYNYhJQv8Q,1,0
RkT9miuh-5eCB8ZTC8czWQ,2,1
Jtdm9Vij55VpSyxqz_lyjw,12,6
A_sB6QBpOh5XUmKxQ_E69w,1,2
mDeYH9LUQMZ8wLPpOBpOQw,8,0
BjS35X3-_-9TP-RyfzoC_Q,3,5
0UoBZwA60O9RKYwhu15ITQ,5,0
p2OOk46G_AOO0nCWl-eVlg,4,4
1zbV8rkul8_mH2rRkWVaWQ,2,0
DT35ycaAVzbq83vVGRCoIQ,10,2
XRYBvFFBNOUZT5NFqyS53g,1,3
h2LDxrB2hphlIAHur8gR9Q,4,0
LnkkArYSmU9pYRWOO6oPzw,3,1
pWy-sZB1s_-ypb8qydreLQ,0,1
QyW-Z0OLbICnlqnXYk5sPg,3,2
m0daTmZ6RGbpgrcb8TqByw,1,0
jrCjlm86YP-Tae0n_arz5g,0,1
YkOCo5ipV2he2WXIAlZb-A,25,5
p7AvE2Lpxoh2NMfFO0kTvw,15,14
8WyBrfCoIa2Jr8f7fZaUFA,0,1
OtrFPRoyvGLdn_HS_tukfQ,10,0
S0kSNTst3TRWn3NbE0eGSA,4,1
RAh9WCQAuocM7hYM5_6tnw,47,23
Cgdzp6-2ehmMAks-ZrI3Lg,3,1
_O2_jwNT_3FDaSRZ50jvrw,4,1
ltQ-ilKwrlBtub7b_7gKww,0,1
hSWwrfOH0l6fFqjRx3dVUA,4,1
liV3Ka7IdUVvPC92wjUrUw,0,1
t8YhDctOEB2WsG88z12DIw,5,1
cABJSn_Pw01tX7LhnvDTDA,2,1
zJ-V2GZ9q7UkwYFl3G116w,0,2
fbLYRHIZAt3q839whhaBUg,8,3
HIcSLdYQlLthOPt218o87g,1,0
a5iI_Lwuprw1Yk-ug6oK5Q,0,1
JzU16A6I0EFO3k4IrUBxgA,2,2
4fhgdaPJVHwx4VeNWKYblQ,1,0
SOYUSUhdKK8jUUJkSQa6lQ,1,1
CwRPGB3WzV3IE4IukRFI2g,5,1
uIbZjRRqR1OR-t2NBCa1Wg,1,0
yY3jNsrpCyKTqQuRuLV8gw,43,18
Gb0aWCdd39TmImy2ZTlwUw,1,0
2SbyRgHWuWNlq18eHAx95Q,1,4
lgWB0yGXpZvupYREWxtV7g,9,12
3biAdoMqbR3E2tHikgd2kQ,2,0
rx4XaG4gRV55AdpKI7Bpvw,1,0
jKduhy-gJ9hyFzd1au6pOg,4,2
EjoIR7tLMNt0NvuWHGJPSg,2,1
XOMZyF__Wnm0GHhb1uHw6w,2,0
cSZnnnu92IIfmm25JGAtZw,0,3
qO7dpBAVxbrR4GbtR2uCOw,1,1
34OwRFftkT7t3iBquazJcg,2,4
6tfr3R75PhtFTisRds0iHQ,1,0
7odNqxZDSR6ZVgxjp2r39A,14,4
ofR58-THRRBOmm9yknLk7w,0,1
L0qUXwfXfY4XrUL4MqQMEg,0,1
Ijw0d-2wTcsciDesjCVgsA,5,0
PTDMAKBZze2QpZPc8mQD0w,0,2
1_Dg-GguWatioW4mvFQKQA,2,0
NjCYi122bx0nNZ05lFIPxg,3,1
1XdWZTPXPRRaE0SsEbHcQQ,4,6
NnOAwa0A2tNPnZl9IHVLPQ,8,2
6W20fKnjqPTSU2irnSVmSQ,6,6
wc2u2JM4Fx2smNwuIYxDzg,0,2
AzjqDC_63OOdMSzwuCuL0g,0,1
4noRilkKlHiWf_OrqNL3HQ,0,1
52Mxyz0pkITP8knyRkhbRA,1,0
VntjrwqcYS2WPKWjurzf9Q,2,1
78XbdLi5e42XDxgnxuYacg,31,12
Nr27Jik84T4BtwsTD0aA3w,0,2
4CNYSsjC3q3eQjnQ1PAoDw,0,1
VFRSCkkLM_h3qWpVXPd5VA,1,0
Xp6ogw-SCNK28s1I0fhUXw,7,2
ib0RoGGWpz_QXgBy2Y5cQg,0,1
AcGRSWCpb7YB95MTsHlGEw,1,1
RQlC4Tgc7Gk_tmxxY7oF6A,0,1
RDQ_812x82H72J7C6jG36Q,16,2
IbDCaYwFi-e-nhEmH-FYPA,6,7
Z72kvXsHfQgJNIwsfSOrbQ,1,4
jC3TqY8iKDlIG3hPREBsFA,1,0
1M0Mo_ctYMTH0CTKgv4RpQ,8,0
7RxLuzAsfKbgzCheEDXfnw,0,1
8KmqWgL0UEdxJFwTZ_YZvQ,1,0
ZM-BSBJRa5Wv8iYtLpEcww,1,0
vPmk2RaVKYlvjvEqBr2abA,9,1
wfWcE4K7vQX1Fjao9Q-12Q,2,0
x-H-2BYL2XoDDLiub950Ag,2,0
F8jf-xPsdTEENyrzLIcqnA,11,4
qx6WhZ42eDKmBchZDax4dQ,6,6
94dJrwA458khavCv5i7gKA,0,2
Ps5kdt-BC9zahJasErkd5Q,8,0
nlVjdQq9FzdQ3bfy-8y80g,5,2
xNK43KL8NRnoN9azyyrJ6A,1,0
VR7vnIP0rg1teDUVp6L0qA,4,6
yKSV5zklhnPu2I3bdsdhmQ,2,0
JL7ixh7_RGGRunHm9_ebJw,12,5
-7teXSpi9nqy58WUd-8yfw,0,1
zU2wJjJRuk7U7k30WY2imA,1,2
NVcQuJ01BRqVeL-GT1UhTg,7,0
2iLeiQ4OCJVwfodR9egMag,10,5
IQ3wDfQYvE7B5Dsq7NArjQ,0,1
i4yx2YalngO2NWzorm7T0g,0,1
XNVUXM8xY-slNbcPAr-w8Q,0,1
85wgBNEBZSLFVo5kF8Q8rg,3,1
2XTHIR2Fza2XiC54NWiNZg,3,2
IALVdIEdp8n6aJed1hBGhg,4,2
J0UG_QARO4bwYlxfosP2aw,3,0
ZJjcyXWPg_d-jx7obAtitA,0,2
CzaaSUgwB4TKnEOIK0r8lg,7,0
HAgPykErkXpPJlwOHbY01Q,1,1
LIvXzdMJrIb6IY5Y3tqicA,6,3
Md6NWl54ny8hA-NVaYZuew,3,7
EkuSy_kM8dpGrlb2pTxCBw,4,2
DhmrZSIOShDDtFUeUcDIjw,1,0
Ekd0gg4EoXDWtKjNDzSuqQ,0,1
wfnvI08SMHeIH6_lOeZ7xA,1,1
iSvYimxtJTiyXX1QCQr0Xw,2,0
Rgq9dnua_aM9jlNSodKj7Q,0,5
52yWGkwnrQXIjvuMjYxsiA,7,12
Q0y1SHlhG4mzUWWDIW7NFg,0,2
WAb6ox5RrBtF7m5Cb6p56Q,0,1
dVp1llwjZUmhCF4pNsJnQg,55,2
71NtILflMkghzvlKk3w2xw,14,2
RWMiAe2Pi-7KTMjREoyxdg,14,1
hTgbNZmUZz0Qa5X_1TA2Mw,2,5
Bty8KcQAJb2v8ZP0m9rLbg,0,2
9ismhhkIPREHOo8tJi0ETA,4,1
ZW-WS0HfZ09jjgG0HBbxCw,0,2
WpI8HWOVoHtCOOinszWDYQ,1,0
R4ARXHVC37-dOVweeLcpvQ,4,1
znlLoeBFMmAXCm3rCAb22A,0,3
loXkZgAd70KMjP8ISCnZPQ,0,1
DGfIuV15ch-J7wwcubtbNQ,0,1
yU3p0tEBtGuZLTcsBHw9uQ,17,16
5zk3LxFzijmY2JipVZ7Xdg,1,0
-SChP5zffbKeXWsJ6Rz5ig,0,1
q_IrYzYP89MUq-18oedTJg,1,0
mfcPR3V14i-GgkLlVtnNfw,3,2
hVcnr0TMi500pJvghwnSOQ,2,7
I1kbcXmE3Gvrw0glcv4lpQ,0,1
SOdUBqnffVgJP-Wvxli58Q,1,1
gy81yASRfM5R_3QsDecATw,0,3
lylSHoRLfD5bc_DBUvZiOQ,6,0
NVFj_QC7fkBMLbau-6P3hA,1,0
yFe_s_HNoj3U8QctVsWPww,8,0
ID7WUBLnhkdxp8QrjsssZg,35,9
kbJsnDn5GWNMC1XsXpJ5Rg,0,2
dVMP0_oELc7hf77NYCgudg,2,1
N6BDiFk2CyJTMPGUlcOfAg,2,5
Fz1r4nl8kUYN9JvVYKvqMw,1,0
n_fg4B1BPzcE2PK8qqnLhw,1,0
VP9XVlOVolnuUApRaILFwQ,0,1
44a_evCaWZ63cPA1kWPJOw,8,2
04VVHA-3qmGKPMBKDHFm3w,3,0
DE37j9FjAfysF5q7jQ507Q,1,0
wkvidfk5S5bBAZ4sKEMf-w,0,2
kpZjgADHSklBk3JqcO4b4Q,4,3
YrVoo51-y4jMxpZh-kPRfw,7,0
RkOguMKU13hPglELb6t2Vg,7,4
APLfzC4bgq7wVwq3aoDE9Q,9,2
BTGdhKfImIWo5VRFqPjqIA,2,1
luA4TisE8sFgAwtagXHZ4w,1,3
fsMgUPvNasNOMoz5yx680Q,2,0
L1PsHcUvdiZvViwYjwGK-A,2,0
nXNv6jvbj7sl50w7NL6KlQ,0,3
2xCswTbQwG6CVka0U3XayQ,0,4
j8pUAS0qdEcPsjkqEDNbhw,11,3
q2iuzL_u56drbbsR7X9MhQ,1,0
BVYvfJiVcQTl9B311z518w,5,0
1PMwRG0uWGxk2hIVEQj62A,25,11
6c4AW8WTpTA_xZYOrJx3Eg,7,0
Eu-K2cvWmiS3hfSMyI0rdg,0,1
JmKgz6n7zn24F-WkgT-kiA,0,1
pFPryJ4XEzuiBnaUu5LINg,2,1
owRpTuIch1DGwbt4Wwl1NQ,5,3
2SedpQ674XBqyw3Wq4kyxQ,14,10
ZMCxAECs6KOhpcWpt8HBiw,2,0
gs7cryWVh6O1xFwCuib-yw,0,1
f3K2hJ2sJBCtyc1M6O2jpw,4,0
ECtQU_nN7OX1xnz1gujGcQ,1,0
vUUNM7RISc-51Tqx8JzRRQ,35,3
ZUFYqxZlq-fRbJ2T-ieTlw,0,1
ycTUCAYGmbJAXoJ3wuaC1g,6,0
1CaM8eIvl41l4f3V-V-cAw,7,2
0tXTQ-jdCwLm7UNgP6ERnQ,1,0
vY8-P5aeFO4xRoH_mUfQ9A,0,2
DVBeUawvIpgdR4auCo1-3A,0,2
MYUQc3vflQBtBT7154Y6YA,0,1
8LNrYqpsGlgRRpEiq9JWGg,0,3
soDzB9qa1oxwzf1iGGmGWA,1,1
PL_dfp1B_ogDaBwW_9MJ2w,0,1
mmieBtufsheL4KKAZr9InA,0,1
xQNXBFi4I9NgIJb0yrojqQ,3,0
NRNIRY1uhvNZRhryXj2OLw,7,0
L2njv1aLZMjGUEEThUldog,10,5
JjEriMCnw5BR_5s-RNy3Ig,2,5
VNGQEuh44Pud682qjac8Hw,0,2
fb3ygmKzuhQx-ONlUJimtg,4,1
9ExwLe-uYQ1iA2Z_cJDSMQ,0,1
PkuVuaDOt5vI0d7Oer7nkg,1,2
t7b_86s_Q__P35H9NXedhw,2,3
CZNeNfo_6C8d3lFbkL_8vA,14,9
zS6W8hUrnbEaU-rp6RKP2A,0,3
2VAH-mSQXRNpaXysiLtm0Q,7,0
1ku0t5u7dCAE0g-pZDQdAw,2,0
mIwbgnIAuPGpsEqQktZUWg,4,0
myorOrDcPgwYwNXcFs0qBQ,1,0
-G9DFmuokdYk_H35ezRkAw,0,1
111d13yLgIdqvpZekgVnbQ,3,1
hnCd1VSLYdb2-eHO7iB9xQ,1,0
gTw6PENNGl68ZPUpYWP50A,51,32
HH-OPbLz7Cftkk2waPGkcQ,14,6
kiicjb7v_8B_TMHjj86SCQ,1,2
rgG2k-8qHXuO4ZKhC1AmIA,18,1
xdD3EXvF_p9WUiwwKpol_w,11,7
kzCG-KC3YVrQs7l-0d0b1w,1,1
W2w5rjAd9aWdxs1ImUPgRQ,0,3
3NMrUGyQ9tTaDNDS2H2CZQ,0,6
qGC_GE-1fnjVvfzpu_Lbkw,10,17
zLPs4wSjtfZxVy3WByt00g,2,3
EbxaQO95C7PUNTmokE70XA,7,0
knzoe3kCaoh4gkGwA3l6Aw,5,1
4Oq-eDBdcm1pR4tO9cQQiQ,1,0
xBm40tTwoKYP8OBP4ruPDw,1,0
3GEEy7RP6e4bT4LAiWFMFQ,49,33
6uA2uRexFr8kfv7ghzryHg,1,0
9QiUKGLa4tJlQrV-LiPIbw,1,3
PbTXqq-283ua5BJmHYf3gg,4,4
uilS3SvwzKmxSJCghmlMyg,1,0
Rc3fdyxa9IbhBDL-q1Q_Og,0,1
30xoqX9VRA_hH5x1QgONEA,1,0
D55S2yK1sheOVQwZyCMDQg,0,2
uwpPniaFEVkK5T_PWdQZ0A,0,1
gLuaw6h5WgImHpjseAHVrQ,2,5
VGWEpMEkzQopS5lUNd06Sw,42,6
tMdgY7Ou4k3bYZZulJCiuQ,21,6
DLuVRaVxkzCnviTlB-v8SQ,0,1
tFPHbbzlHJKIzY8uooVF8Q,2,0
OjApDLQUPV8c_yPCg8xZog,11,17
JWN22sQ7cl9KjmIk0nMbUg,2,0
AFgPDQm_pczo5uV3yQBgwg,12,1
_dfqxi1krqXmVHoGkfPnXg,2,2
Lxffru6JZP-jbpkOV8x5pA,9,0
awI4hHMfa7H0Xf0-ChU5hg,89,90
tJ3Y8chfwruslf5TTNuTNw,2,0
63kxNq4fgwvuJnjIeayE8w,3,6
wOJ3NMhumJDs9FKDADa0AQ,0,1
C6jKwYmzHztO7OCex9j-YQ,2,0
FRdkSUgC_SUPPNUGmgBtow,7,0
pdE-moDQznZL4sUX-jGKdA,9,9
Xhf3nW6UahoVpRMkVUlnJA,3,7
kXf-SBVDlZXEdv9RupkN7Q,1,1
CUn59grUqyROxhSyfjjhHw,27,16
EMrghF81px-wnNqEYqA0Kw,12,6
d0MRGqB_x0UgLVr0T_BGtQ,1,0
uLzgiSqVg5Pr93VVXSdOlg,15,20
BmSLyxm8b86dtzwuT7LqBA,1,2
TNrCXFjE1I524a0DbMAs4Q,0,1
lSIvkjmaXyKgPEkWc7qS_g,0,1
kSBsGa6sUd9sBf1WPFHn-A,1,0
Nqh7vzrne2mFFvlhjlPMFQ,2,1
RjZP38S11LqnPcoMxHESug,0,1
OPcGFLP_mRt9yvgP3ALXOQ,10,4
Zps5RW0brl-s43OvlCgZAQ,5,0
b4_KfL99W0Hv_5HhRJbPdg,1,0
nVAJZ6BJ9PPlxDXn976R6A,34,12
BhSwZe2UsbpR9SI4fG9Jaw,3,3
xhCedppPevQmpaxQqSbp7g,4,2
AE6SoD7Lzw9MLG5RXKG2Lw,2,1
aQXzyObFK-Frx1fM_hLhew,2,1
g3xzSAq_IcF1HeB7yd_LBg,5,3
4pKPiKAX9qm8TU-bOt7Pmw,10,1
I1qRb4qqQRly7NhIOCkk_Q,9,0
TT2bNjvnVNFOanDNYnAffQ,1,5
yydyoWCY3LJYlPwVLKbJ3Q,2,0
4qQVf2lt-47VcQ4v54PEXQ,4,0
CySpYWrovIOGh7hdz9ahOQ,0,2
C3gKBIsZKR3bp43BbOu8qA,1,1
jTUfOc_5tCnQwWooaeo5KQ,2,0
pjai3wzwWgQk7Tm5kVCy_g,1,2
MQiNywdecInMlkW06WYaCg,1,0
nmBU1vK_3pkF08guLEoUjA,0,1
kwacNh9UDn_sIf0-wBatgA,20,2
XgsIf7s2zM-cC29WUD-NZQ,16,9
OFNXLfKbnsh7zV6Iu3EbyA,3,3
NncsqhAElh0zykYdUULByg,0,1
ivtLwRZfMq9Hagk8nW-xzQ,5,4
i8hkzA5eiUXgbPjN8vK3rQ,2,5
TL4KaVKtHJfDeHrAjUFdeQ,6,7
li5_YJhPbd4NKym2ThmY7Q,1,1
EvDUi_H6-JG3QfGWiInAlw,6,1
LAFt8MYPG1aJeloOuOt-Pg,0,2
Yqu3km0WcFRdUdrKan-LZA,1,0
9Zhiktm7_LYN_uxaT9XEhg,0,3
Eps2wAehgiOcQIdyYTsY-w,1,0
hM9g6_VR8sdzfvcWNsnUaQ,2,5
wFJFBZDMcV0hBMYOx88IYQ,0,1
XTc_HX2KbKzkKrRklZUDiA,2,0
Ou9RNq18vfbfL-7adJNA9A,8,0
zU6KMbOex-SVPFSjxZTzug,0,1
oxeW1tSB-e_oIzCQZtqyTw,14,8
XYIPXJ9parr9FtvvcGI1SA,5,6
LpwmR1unntc_8KdVfwNH9g,4,1
XHK_1UM4CBZQ7RemDFr1mQ,1,0
-grWXL6_ngCGcXp8IbQU0g,43,3
IU55VgrpLzVKo9sXWbTn3Q,1,0
aptY3THk297lTYK4xje7dA,3,1
c6ZJNNcruSMntRbm_VtbRg,1,1
aK2nwA5u7-WXbCoh2zH1bQ,8,1
RhSi82sDhswGF3MyxCpkUg,1,2
P2uPCEBP2VZsApnvEHCgag,3,4
T1J9PQXqfeG_skaaDV6O0Q,2,0
8wFiWvlfOVt1zvAvsoLw2g,1,0
p94oHG7K9BqcMVVOlkzhPg,3,10
3xmfT7l3xNH5LK1dLzfvGw,50,223
z9SjyM0Ixr1ud8zI7Y93-A,12,6
i0YtT1DXt3hbZUCw6z0Pjw,8,2
PYoGpgAUDgT6OMxD_fe79g,8,7
q3ilBINLR7KoBBlxSqCvlA,2,2
K3J4zvnQ_G1d5xfffPf2Wg,7,4
teTQU7TIPE0O_B1zN_239w,10,0
l4qomOr-2ZDOjWXSZXpzZg,9,0
_crbEZ55ve6OFkoWa09R9A,18,16
Fv3HvJPQYqfmniTgtIQJzA,9,6
QrFuG9RN3UfUeE843mNlAw,3,8
C_g3n0TGN9IVtwED4WiavA,3,0
ylEEewj3LUAWTEkiN7vJKg,16,0
yQfiIg-HDflMzBKOfyTqQA,0,1
